title,author,year,citation
Deep Learning vs. Human Graders for Classifying Severity Levels of Diabetic Retinopathy in a Real-World Nationwide Screening Program,Greg Corrado,2018,3
Performance of a Deep-Learning Algorithm vs Manual Grading for Detecting Diabetic Retinopathy in India,Greg Corrado,2019,2
Tensorflow: Large-scale machine learning on heterogeneous distributed systems. arXiv 2016,Greg Corrado,2019,2
"Je↵ rey Dean, Matthieu Devin, et al. Tensorflow: Large-scale machine learning on heterogeneous distributed systems",Greg Corrado,2016,2
Large Scale Distributed Deep Networks,Greg Corrado,2012,2
ACTUAL PROBLEMS OF THE DEEP LEARNING METHOD IN LINGUAL PERSONALITY MODELING Illya Danyliuk,Greg Corrado,2011,2
End-to-end lung cancer screening with three-dimensional deep learning on low-dose chest computed tomography,Greg Corrado,2019,1
Detecting Anemia from Retinal Fundus Images,Greg Corrado,2019,1
TensorFlow. js: Machine Learning for the Web and Beyond,Greg Corrado,2019,1
Affinity weighted embedding,Greg Corrado,2013,1
Sparse spatiotemporal coding for activity recognition,Greg Corrado,2010,1
Sampling and inference for discrete random probability measures in probabilistic programs,Zoubin Ghahramani,2017,1019
ATAC-seq Reveals Heterogeneity of Fibroblasts During Transition from Scarless Fetal to Scar-Forming Adult Wound Repair,Zoubin Ghahramani,2016,605
Unsupervised many-to-many object matching for relational data,Zoubin Ghahramani,2015,466
How machines learned to think statistically,Zoubin Ghahramani,2015,237
Modular construction of Bayesian inference algorithms,Zoubin Ghahramani,2016,180
Variational infinite hidden conditional random fields,Zoubin Ghahramani,2015,179
The indian buffet process and extensions,Zoubin Ghahramani,2018,144
Bayesian convolutional neural networks with Bernoulli approximate variational inference,Zoubin Ghahramani,2015,139
Deep bayesian active learning with image data,Zoubin Ghahramani,2017,130
Lost relatives of the Gumbel trick,Zoubin Ghahramani,2017,90
A linear-time particle Gibbs sampler for infinite hidden Markov models,Zoubin Ghahramani,2015,80
General latent feature modeling for data exploration tasks,Zoubin Ghahramani,2017,62
Dirichlet Fragmentation Processes,Zoubin Ghahramani,2015,51
Predictive Entropy Search for Bayesian Optimization with Unknown Constraints Supplementary Material,Zoubin Ghahramani,2015,51
Predictive entropy search for bayesian optimization with unknown constraints,Zoubin Ghahramani,2015,47
A birth-death process for feature allocation,Zoubin Ghahramani,2017,45
A history of bayesian neural networks,Zoubin Ghahramani,2016,40
Probabilistic machine learning and artificial intelligence,Zoubin Ghahramani,2015,40
The mondrian kernel,Zoubin Ghahramani,2016,37
Variational Bayesian dropout: pitfalls and fixes,Zoubin Ghahramani,2018,36
Scalable variational Gaussian process classification,Zoubin Ghahramani,2015,36
Bayesian generalised ensemble markov chain monte carlo,Zoubin Ghahramani,2016,32
Turing: a language for flexible probabilistic inference,Zoubin Ghahramani,2018,27
Probabilistic deep learning using random sum-product networks,Zoubin Ghahramani,2018,26
The Turing language for probabilistic programming,Zoubin Ghahramani,2016,24
On sparse variational methods and the Kullback-Leibler divergence between stochastic processes,Zoubin Ghahramani,2016,24
Few-shot learning of neural networks from scratch by pseudo example optimization,Zoubin Ghahramani,2018,21
Distributed flexible nonlinear tensor factorization,Zoubin Ghahramani,2016,20
Parallel predictive entropy search for batch global optimization of expensive objective functions,Zoubin Ghahramani,2015,20
A study of the effect of jpg compression on adversarial images,Zoubin Ghahramani,2016,19
A general framework for constrained Bayesian optimization using information-based search,Zoubin Ghahramani,2016,19
On Sparse variational methods and the Kullback-Leibler divergence between stochastic processes,Zoubin Ghahramani,2015,18
Branch-recombinant Gaussian processes for analysis of perturbations in biological time series,Zoubin Ghahramani,2018,17
Deep Bayesian Active Learning with Image Data,Zoubin Ghahramani,2017,16
Markov Beta Processes for Time Evolving Dictionary Learning.,Zoubin Ghahramani,2016,14
Sandwiching the marginal likelihood using bidirectional Monte Carlo,Zoubin Ghahramani,2015,14
Training generative neural networks via maximum mean discrepancy optimization,Zoubin Ghahramani,2015,13
A probabilistic model for dirty multi-task feature selection,Zoubin Ghahramani,2015,12
Functional programming for modular Bayesian inference,Zoubin Ghahramani,2018,11
"Adversarial examples, uncertainty, and transfer testing robustness in Gaussian process hybrid deep networks",Zoubin Ghahramani,2017,11
Automatic Bayesian Density Analysis,Zoubin Ghahramani,2018,10
Ergodic measure preserving flows,Zoubin Ghahramani,2018,10
MetaGAN: An Adversarial Approach to Few-Shot Learning,Zoubin Ghahramani,2018,9
A theoretically grounded application of dropout in recurrent neural networks,Zoubin Ghahramani,2016,9
Improving output uncertainty estimation and generalization in deep learning via neural network Gaussian processes,Zoubin Ghahramani,2017,8
Nonparametric Bayesian inference of transcriptional branching and recombination identifies regulators of early human germ cell development,Zoubin Ghahramani,2017,8
Discovering interpretable representations for both deep generative and discriminative models,Zoubin Ghahramani,2018,7
Variational Gaussian Dropout is not Bayesian,Zoubin Ghahramani,2017,7
General latent feature models for heterogeneous datasets,Zoubin Ghahramani,2017,7
GPflow: A Gaussian process library using TensorFlow,Zoubin Ghahramani,2017,7
Efficient and Robust Machine Learning for Real-World Systems,Zoubin Ghahramani,2018,6
CSIndexbr: Exploring the Brazilian Scientific Production in Computer Science,Zoubin Ghahramani,2018,6
Imitation networks: Few-shot learning of neural networks from scratch,Zoubin Ghahramani,2018,6
Denotational validation of higher-order Bayesian inference,Zoubin Ghahramani,2017,6
Particle Gibbs for infinite hidden Markov models,Zoubin Ghahramani,2015,6
Variational Measure Preserving Flows,Zoubin Ghahramani,2018,5
Quantifying mismatch in Bayesian optimization,Zoubin Ghahramani,2016,5
Bayesian estimation and prediction using asymmetric loss functions,Zoubin Ghahramani,2018,4
Bayesian cluster analysis: Point estimation and credible balls (with discussion),Zoubin Ghahramani,2018,4
A brief overview of nonparametric bayesian models,Zoubin Ghahramani,2018,4
Bayesian inference on random simple graphs with power law degree distributions,Zoubin Ghahramani,2017,4
Interpolated policy gradient: Merging on-policy and off-policy gradient estimation for deep reinforcement learning,Zoubin Ghahramani,2017,3
Q-prop: Sample-efficient policy gradient with an off-policy critic,Zoubin Ghahramani,2016,3
Pareto frontier learning with expensive correlated objectives,Zoubin Ghahramani,2016,3
Dropout as a Bayesian approximation,Zoubin Ghahramani,2015,3
Subsampling-based approximate Monte Carlo for discrete distributions,Zoubin Ghahramani,2015,3
An empirical study of stochastic variational inference algorithms for the beta Bernoulli process,Zoubin Ghahramani,2015,3
Distributed inference for Dirichlet process mixture models,Zoubin Ghahramani,2015,3
Antithetic and Monte Carlo kernel estimators for partial rankings,Zoubin Ghahramani,2019,2
One-network Adversarial Fairness,Zoubin Ghahramani,2019,2
Probabilistic meta-representations of neural networks,Zoubin Ghahramani,2018,2
Variational Bayesian dropout: pitfalls and fixes,Zoubin Ghahramani,2018,2
Handling incomplete heterogeneous data using VAEs,Zoubin Ghahramani,2018,2
Interpretable Continual Learning,Zoubin Ghahramani,2018,1
Gaussian process behaviour in wide deep neural networks,Zoubin Ghahramani,2018,1
Weakly supervised collective feature learning from curated media,Zoubin Ghahramani,2018,1
The mirage of action-dependent baselines in reinforcement learning,Zoubin Ghahramani,2018,1
Semi-supervised learning using Gaussian fields and harmonic functions,Zoubin Ghahramani,2017,1
Magnetic Hamiltonian Monte Carlo,Zoubin Ghahramani,2017,1
Scalable discrete sampling as a multi-armed bandit problem,Zoubin Ghahramani,2016,1
Dropout as a bayesian approximation: Representing model uncertainty in deep learning,Zoubin Ghahramani,2016,1
Automating machine learning,Zoubin Ghahramani,2016,1
Practical probabilistic programming with monads,Zoubin Ghahramani,2015,1
Human activity recognition by combining a small number of classifiers,Zoubin Ghahramani,2015,1
Improving PPM with dynamic parameter updates,Zoubin Ghahramani,2015,1
Slice sampling for probabilistic programming,Zoubin Ghahramani,2015,1
Output-space predictive entropy search for flexible global optimization,Zoubin Ghahramani,2015,1
A Simple and Effective Fusion Approach for Multi-frame Optical Flow Estimation,Ming-Hsuan Yang,2019,80
Fast and accurate image super-resolution with deep laplacian pyramid networks,Ming-Hsuan Yang,2018,65
Eidetic 3D LSTM: A Model for Video Prediction and Beyond,Ming-Hsuan Yang,2018,53
Joint Face Hallucination and Deblurring via Structure Generation and Detail Enhancement,Ming-Hsuan Yang,2018,52
SCOPS: Self-Supervised Co-Part Segmentation,Ming-Hsuan Yang,2019,51
DRIT++: Diverse Image-to-Image Translation via Disentangled Representations,Ming-Hsuan Yang,2019,42
Sub-GAN: An Unsupervised Generative Model via Subspaces,Ming-Hsuan Yang,2018,42
Online multi-object tracking with dual matching attention networks,Ming-Hsuan Yang,2018,41
Physics-based generative adversarial models for image restoration and beyond,Ming-Hsuan Yang,2018,41
Superpixel hierarchy,Ming-Hsuan Yang,2018,37
Robust visual tracking via hierarchical convolutional features,Ming-Hsuan Yang,2018,34
Learning Data Terms for Non-blind Deblurring,Ming-Hsuan Yang,2018,30
Blind Image Deblurring via Deep Discriminative Priors,Ming-Hsuan Yang,2019,29
PiCANet: Pixel-wise Contextual Attention Learning for Accurate Saliency Detection,Ming-Hsuan Yang,2018,29
CoVieW’18: The 1st Workshop and Challenge on Comprehensive Video Understanding in the Wild,Ming-Hsuan Yang,2018,27
Deblurring images via dark channel prior,Ming-Hsuan Yang,2018,26
Occlusion-aware pedestrian detection,Ming-Hsuan Yang,2019,25
-Regularized Loss Minimization,Ming-Hsuan Yang,2019,21
Learning multi-task correlation particle filters for visual tracking,Ming-Hsuan Yang,2019,20
Spatially Variant Linear Representation Models for Joint Filtering,Ming-Hsuan Yang,2019,20
Ventral-Dorsal Neural Networks: Object Detection via Selective Attention,Ming-Hsuan Yang,2019,19
Learning blind video temporal consistency,Ming-Hsuan Yang,2018,19
A New Cumulant Expansion Based Extraction for Higher Order Quantum Corrections in Equilibrium Wigner-Boltzmann Equation,Ming-Hsuan Yang,2019,18
